snapshot_id,business_event_date,posting_date,effective_date,as_of_date,month_end_date,sku_id,branch_code,closing_units
330420568461,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,WK-SW-004,HKT-FEST,189
984175660086,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,WK-SW-004,KKC-CTRL,149
572288069895,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,WK-SW-004,UDN-CTRL,146
160971457893,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,WK-SW-004,BKK-EMSP,249
445752963891,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,WK-SW-004,PTY-CTRL,251
325126415449,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,DN-LT-010,BKK-R9,92
46618544627,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,DN-LT-010,BKK-SIAM,81
478308967400,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,DN-LT-010,BKK-PKT,84
977470787944,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,DN-LT-010,BKK-CTW,88
770471464889,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,DN-LT-010,CNX-MAYA,88
145630526568,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,DN-LT-010,HKT-FEST,93
597415024115,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,DN-LT-010,KKC-CTRL,91
901316602336,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,DN-LT-010,UDN-CTRL,94
96476218969,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,DN-LT-010,BKK-EMSP,85
315510714044,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,DN-LT-010,PTY-CTRL,95
380591561192,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-007,BKK-R9,90
695165981288,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-007,BKK-SIAM,80
633805502308,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-007,BKK-PKT,86
844248402244,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-007,BKK-CTW,93
18606054694,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-007,CNX-MAYA,93
846792355001,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-007,HKT-FEST,94
110613257087,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-007,KKC-CTRL,92
958508538747,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-007,UDN-CTRL,95
365284444610,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-007,BKK-EMSP,92
629822734843,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-007,PTY-CTRL,94
446613531470,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-008,BKK-R9,88
1026014596212,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-008,BKK-SIAM,82
1092126913276,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-008,BKK-PKT,89
761482134338,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-008,BKK-CTW,85
462135487712,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-008,CNX-MAYA,94
925644367245,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-008,HKT-FEST,95
471602391908,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-008,KKC-CTRL,97
832640253223,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-008,UDN-CTRL,93
717961259430,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-008,BKK-EMSP,88
656185894425,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-008,PTY-CTRL,86
366389017243,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-009,BKK-R9,96
986041909940,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-009,BKK-SIAM,72
297988189145,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-009,BKK-PKT,85
280231660553,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-009,BKK-CTW,89
592880386579,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-009,CNX-MAYA,93
609165118193,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-009,HKT-FEST,93
67936605681,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-009,KKC-CTRL,90
634675672447,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-009,UDN-CTRL,98
975923155045,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-009,BKK-EMSP,88
740952276142,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-009,PTY-CTRL,92
326309776996,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-010,BKK-R9,92
542792956188,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-010,BKK-SIAM,79
525996040204,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-010,BKK-PKT,91
145619256462,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-010,BKK-CTW,79
129474388658,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-010,CNX-MAYA,93
1085481446400,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-010,HKT-FEST,91
621708365071,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-010,KKC-CTRL,93
458933841263,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-010,UDN-CTRL,97
524129333849,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-010,BKK-EMSP,90
186199631926,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-010,PTY-CTRL,89
461339187092,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-011,BKK-R9,88
1015213711132,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-011,BKK-SIAM,85
175304556038,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-011,BKK-PKT,83
885586307710,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-011,BKK-CTW,87
452944778872,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-011,CNX-MAYA,92
446881568827,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-011,HKT-FEST,91
779860672484,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-011,KKC-CTRL,93
850016112460,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-011,UDN-CTRL,95
1036205258476,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-011,BKK-EMSP,94
457112796065,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-011,PTY-CTRL,88
187531237543,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-012,BKK-R9,93
786674298458,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-012,BKK-SIAM,85
406106327359,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-012,BKK-PKT,87
505094405043,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-012,BKK-CTW,92
191010403719,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-012,CNX-MAYA,88
133199483759,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-012,HKT-FEST,91
750877295002,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-012,KKC-CTRL,98
278512649240,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-012,UDN-CTRL,94
419934432671,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-012,BKK-EMSP,89
1089133311059,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-012,PTY-CTRL,88
883200152452,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-013,BKK-R9,217
992085770681,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-013,BKK-SIAM,458
37107673571,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-013,BKK-PKT,264
821571018444,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-013,BKK-CTW,310
42510224550,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-013,CNX-MAYA,234
779737360002,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-013,HKT-FEST,186
166261785012,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-013,KKC-CTRL,167
506879647169,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-013,UDN-CTRL,144
852056140119,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-013,BKK-EMSP,268
1059539698574,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-013,PTY-CTRL,260
378607064878,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-014,BKK-R9,216
744974948575,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-014,BKK-SIAM,440
608748161873,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-014,BKK-PKT,263
466015573120,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-014,BKK-CTW,336
293560505938,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-014,CNX-MAYA,255
278116342121,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-014,HKT-FEST,209
409941614846,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-014,KKC-CTRL,163
142490918112,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-014,UDN-CTRL,127
1024381717977,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-014,BKK-EMSP,236
1093924543058,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-014,PTY-CTRL,263
732370299796,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-015,BKK-R9,254
673936827437,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-015,BKK-SIAM,414
732440311481,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-015,BKK-PKT,279
1068687954673,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-015,BKK-CTW,335
357479063037,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-015,CNX-MAYA,278
486017934018,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-015,HKT-FEST,178
72260747665,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-015,KKC-CTRL,149
360569017332,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-015,UDN-CTRL,141
77159700493,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-015,BKK-EMSP,301
196015157875,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-015,PTY-CTRL,263
967549207103,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-016,BKK-R9,210
874499182929,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-016,BKK-SIAM,433
454371409984,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-016,BKK-PKT,286
889413040299,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-016,BKK-CTW,358
855882924469,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-016,CNX-MAYA,239
527661783629,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-016,HKT-FEST,208
249241002270,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-016,KKC-CTRL,155
458207971103,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-016,UDN-CTRL,144
175788678700,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-016,BKK-EMSP,261
787353036072,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-016,PTY-CTRL,245
447885622622,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-017,BKK-R9,198
679441190152,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-017,BKK-SIAM,419
210954938912,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-017,BKK-PKT,282
463429698090,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-017,BKK-CTW,352
838469350779,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-017,CNX-MAYA,250
217823188891,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-017,HKT-FEST,208
524415716073,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-017,KKC-CTRL,159
148410185010,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-017,UDN-CTRL,137
669741713142,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-017,BKK-EMSP,279
619289623060,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-017,PTY-CTRL,229
179612226787,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-018,BKK-R9,192
699660941744,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-018,BKK-SIAM,424
744504581470,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-018,BKK-PKT,262
382356268512,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-018,BKK-CTW,327
542289375200,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-018,CNX-MAYA,249
1038985654406,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-018,HKT-FEST,209
797896436346,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-018,KKC-CTRL,166
971771009286,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-018,UDN-CTRL,124
394165330299,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-018,BKK-EMSP,284
361020487415,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-018,PTY-CTRL,230
1073279142636,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-019,BKK-R9,225
919759865801,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-019,BKK-SIAM,452
53462998266,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-019,BKK-PKT,265
667518587508,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-019,BKK-CTW,333
21334299558,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-019,CNX-MAYA,270
552003204891,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-019,HKT-FEST,221
297221378666,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-019,KKC-CTRL,178
34758230217,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-019,UDN-CTRL,139
272579570254,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-019,BKK-EMSP,287
865262557477,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-019,PTY-CTRL,231
795771389398,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-020,BKK-R9,226
923887496570,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-020,BKK-SIAM,437
435798568873,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-020,BKK-PKT,278
1030018754953,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-020,BKK-CTW,340
210358367191,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-020,CNX-MAYA,252
531849968908,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-020,HKT-FEST,203
228570310092,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-020,KKC-CTRL,142
384037921841,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-020,UDN-CTRL,160
393027074038,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-020,BKK-EMSP,286
344438051031,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-020,PTY-CTRL,257
94073333359,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-021,BKK-R9,210
376753581910,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-021,BKK-SIAM,456
752232195115,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-021,BKK-PKT,268
368846914371,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-021,BKK-CTW,336
308064964796,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-021,CNX-MAYA,234
347608980254,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-021,HKT-FEST,193
366664494388,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-021,KKC-CTRL,158
136584638994,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-021,UDN-CTRL,134
562150780411,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-021,BKK-EMSP,248
773039497916,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-021,PTY-CTRL,270
819128776321,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-022,BKK-R9,238
346716756303,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-022,BKK-SIAM,453
530372833641,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-022,BKK-PKT,320
417075638620,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-022,BKK-CTW,328
662531045137,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-022,CNX-MAYA,239
1054355429391,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-022,HKT-FEST,196
751280124763,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-022,KKC-CTRL,157
861782601535,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-022,UDN-CTRL,129
636124148436,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-022,BKK-EMSP,265
1041508271640,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-022,PTY-CTRL,210
136774454377,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-023,BKK-R9,210
731293526512,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-023,BKK-SIAM,433
191909532732,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-023,BKK-PKT,250
708220872462,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-023,BKK-CTW,308
725418038603,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-023,CNX-MAYA,238
790805261443,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-023,HKT-FEST,191
282958076714,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-023,KKC-CTRL,164
233072122020,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-023,UDN-CTRL,127
946516862175,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-023,BKK-EMSP,283
294805165750,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-023,PTY-CTRL,227
956070860042,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-024,BKK-R9,216
102508236062,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-024,BKK-SIAM,408
713774980718,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-024,BKK-PKT,262
417398852150,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-024,BKK-CTW,337
489138083399,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-024,CNX-MAYA,223
146101674721,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-024,HKT-FEST,195
516510058096,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-024,KKC-CTRL,168
126968870652,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-024,UDN-CTRL,143
94468989875,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-024,BKK-EMSP,286
455702354203,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-024,PTY-CTRL,244
145035550497,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-025,BKK-R9,191
1096054678076,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-025,BKK-SIAM,468
325089681485,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-025,BKK-PKT,258
3527180182,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-025,BKK-CTW,334
696986417588,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-025,CNX-MAYA,262
389335608474,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-025,HKT-FEST,188
1090500740103,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-025,KKC-CTRL,159
153972313650,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-025,UDN-CTRL,127
36218701492,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-025,BKK-EMSP,287
162717669951,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-025,PTY-CTRL,253
464371821367,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-026,BKK-R9,215
725467783363,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-026,BKK-SIAM,414
502428489403,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-026,BKK-PKT,277
582523543405,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-026,BKK-CTW,313
397077803082,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-026,CNX-MAYA,266
620609489099,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-026,HKT-FEST,228
669537494107,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-026,KKC-CTRL,168
556920934015,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-026,UDN-CTRL,140
252510135727,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-026,BKK-EMSP,289
1031925652114,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-026,PTY-CTRL,238
24588565948,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-027,BKK-R9,242
219793626300,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-027,BKK-SIAM,454
187530126546,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-027,BKK-PKT,272
939796342698,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-027,BKK-CTW,311
483844618368,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-027,CNX-MAYA,265
508814669905,2024-01-31,2024-01-31,,2026-01-15,2024-01-31,SKU-MASS-027,HKT-FEST,218
