redemption_id,business_event_date,posting_date,as_of_date,txn_id,customer_id,campaign_id,discount_applied_thb,channel
367018808792,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11012994,CUST-L3-012994,MEGA-1111-2567,3588.00,offline
837635480999,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11013289,CUST-L3-013289,MEGA-1111-2567,3588.00,offline
101698157343,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11013295,CUST-L3-013295,MEGA-1111-2567,6708.00,offline
737659254451,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11013621,CUST-L3-013621,MEGA-1111-2567,3588.00,offline
302698369334,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11013899,CUST-L3-013899,MEGA-1111-2567,10728.00,offline
728775849449,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11013946,CUST-L3-013946,MEGA-1111-2567,3096.00,offline
1009821794941,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11014174,CUST-L3-014174,MEGA-1111-2567,1548.00,online
912605351182,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11014624,CUST-L3-014624,MEGA-1111-2567,3588.00,offline
7653581268,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11014683,CUST-L3-014683,MEGA-1111-2567,3588.00,offline
392854319550,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11014709,CUST-L3-014709,MEGA-1111-2567,6840.00,offline
818365428534,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11015004,CUST-L3-015004,MEGA-1111-2567,11580.00,offline
775774048423,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11015005,CUST-L3-015005,MEGA-1111-2567,5964.00,offline
242038852935,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11015164,CUST-L3-015164,MEGA-1111-2567,17688.00,offline
424624552200,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11015818,CUST-L3-015818,MEGA-1111-2567,2988.00,offline
980532098019,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11016015,CUST-L3-016015,MEGA-1111-2567,2268.00,offline
1008867886486,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11016081,CUST-L3-016081,MEGA-1111-2567,1548.00,offline
259487366603,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11017191,CUST-L3-017191,MEGA-1111-2567,4416.00,offline
204563728303,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11017588,CUST-L3-017588,MEGA-1111-2567,6192.00,offline
157668317938,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11017957,CUST-L3-017957,MEGA-1111-2567,5136.00,offline
826466318382,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11017983,CUST-L3-017983,MEGA-1111-2567,7728.00,offline
356268962627,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11018137,CUST-L3-018137,MEGA-1111-2567,6708.00,offline
606517822808,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11018433,CUST-L3-018433,MEGA-1111-2567,8124.00,offline
24388481712,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11018463,CUST-L3-018463,MEGA-1111-2567,2268.00,offline
525764556234,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11018549,CUST-L3-018549,MEGA-1111-2567,5196.00,offline
878017568455,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11018701,CUST-L3-018701,MEGA-1111-2567,19092.00,offline
906749604693,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11018954,CUST-L3-018954,MEGA-1111-2567,6708.00,offline
120947794607,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11019298,CUST-L3-019298,MEGA-1111-2567,2268.00,offline
905751800573,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11019652,CUST-L3-019652,MEGA-1111-2567,3588.00,offline
217938324935,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11019881,CUST-L3-019881,MEGA-1111-2567,5256.00,offline
999231192278,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11020068,CUST-L3-020068,MEGA-1111-2567,5148.00,offline
596863149211,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11020331,CUST-L3-020331,MEGA-1111-2567,10884.00,offline
980600484127,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11021048,CUST-L3-021048,MEGA-1111-2567,2268.00,offline
629183566043,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11021663,CUST-L3-021663,MEGA-1111-2567,828.00,online
472537818319,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11021704,CUST-L3-021704,MEGA-1111-2567,6708.00,offline
283673528032,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11021748,CUST-L3-021748,MEGA-1111-2567,1548.00,offline
623120966118,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11021785,CUST-L3-021785,MEGA-1111-2567,6708.00,offline
649792188307,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11021848,CUST-L3-021848,MEGA-1111-2567,8976.00,offline
119685459314,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11021858,CUST-L3-021858,MEGA-1111-2567,12300.00,offline
583366133090,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11022191,CUST-L3-022191,MEGA-1111-2567,7296.00,offline
331064061062,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11022425,CUST-L3-022425,MEGA-1111-2567,1020.00,offline
947718703448,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11022501,CUST-L3-022501,MEGA-1111-2567,5136.00,offline
1019561553345,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11023471,CUST-L3-023471,MEGA-1111-2567,2268.00,offline
406445783431,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11023793,CUST-L3-023793,MEGA-1111-2567,828.00,offline
642590157106,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11023857,CUST-L3-023857,MEGA-1111-2567,828.00,offline
2599089856,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11024170,CUST-L3-024170,MEGA-1111-2567,588.00,offline
779255151535,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11024204,CUST-L3-024204,MEGA-1111-2567,828.00,offline
978355969475,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11024243,CUST-L3-024243,MEGA-1111-2567,2988.00,offline
386167379834,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11024311,CUST-L3-024311,MEGA-1111-2567,9156.00,online
794491145222,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11025113,CUST-L3-025113,MEGA-1111-2567,3288.00,offline
260145396690,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11025137,CUST-L3-025137,MEGA-1111-2567,2988.00,offline
612142907130,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11025745,CUST-L3-025745,MEGA-1111-2567,5136.00,offline
311788130229,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11025753,CUST-L3-025753,MEGA-1111-2567,588.00,offline
734968664580,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11025836,CUST-L3-025836,MEGA-1111-2567,2028.00,offline
339114998339,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11025982,CUST-L3-025982,MEGA-1111-2567,7728.00,offline
88429958574,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11026041,CUST-L3-026041,MEGA-1111-2567,2988.00,online
1079084495648,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11026091,CUST-L3-026091,MEGA-1111-2567,828.00,offline
877115251904,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11026407,CUST-L3-026407,MEGA-1111-2567,14088.00,offline
621192681690,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11026411,CUST-L3-026411,MEGA-1111-2567,1656.00,offline
900961973022,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11026818,CUST-L3-026818,MEGA-1111-2567,6576.00,offline
143417223012,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11026930,CUST-L3-026930,MEGA-1111-2567,26988.00,offline
369945687151,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11027009,CUST-L3-027009,MEGA-1111-2567,8592.00,offline
406461838110,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11027632,CUST-L3-027632,MEGA-1111-2567,5976.00,offline
505647655304,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11027873,CUST-L3-027873,MEGA-1111-2567,828.00,offline
443920430648,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11027876,CUST-L3-027876,MEGA-1111-2567,3588.00,online
617601643293,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11027974,CUST-L3-027974,MEGA-1111-2567,2268.00,offline
322994358785,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11028078,CUST-L3-028078,MEGA-1111-2567,25188.00,offline
158481258490,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11028392,CUST-L3-028392,MEGA-1111-2567,6576.00,offline
274754243736,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11028555,CUST-L3-028555,MEGA-1111-2567,828.00,offline
193257712154,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11028572,CUST-L3-028572,MEGA-1111-2567,1020.00,offline
692586373533,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11029036,CUST-L3-029036,MEGA-1111-2567,6984.00,offline
570084889160,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11029433,CUST-L3-029433,MEGA-1111-2567,24996.00,offline
202501922977,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11029559,CUST-L3-029559,MEGA-1111-2567,3588.00,offline
748227170449,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11029615,CUST-L3-029615,MEGA-1111-2567,2268.00,offline
441511179273,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11029727,CUST-L3-029727,MEGA-1111-2567,3096.00,offline
199604048899,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11029761,CUST-L3-029761,MEGA-1111-2567,2988.00,online
87765364956,2024-11-11,2024-11-11,2026-01-15,TXN-202411-11029832,CUST-L3-029832,MEGA-1111-2567,3588.00,offline
868201041122,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12000092,CUST-L3-000092,MEGA-1111-2567,828.00,offline
452423343731,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12000105,CUST-L3-000105,MEGA-1111-2567,6708.00,offline
78399629923,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12000494,CUST-L3-000494,MEGA-1111-2567,1020.00,offline
80077001501,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12000705,CUST-L3-000705,MEGA-1111-2567,1608.00,offline
427574321519,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12000846,CUST-L3-000846,MEGA-1111-2567,1020.00,offline
788435761864,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12001099,CUST-L3-001099,MEGA-1111-2567,5016.00,offline
1053195516561,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12001762,CUST-L3-001762,MEGA-1111-2567,588.00,offline
379319071069,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12001804,CUST-L3-001804,MEGA-1111-2567,1548.00,offline
307520517939,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12001938,CUST-L3-001938,MEGA-1111-2567,1608.00,offline
694649809697,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12002309,CUST-L3-002309,MEGA-1111-2567,7296.00,offline
44774003472,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12002369,CUST-L3-002369,MEGA-1111-2567,10188.00,offline
560926673778,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12002418,CUST-L3-002418,MEGA-1111-2567,1548.00,offline
760049998952,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12002691,CUST-L3-002691,MEGA-1111-2567,3288.00,offline
771372502554,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12002764,CUST-L3-002764,MEGA-1111-2567,2268.00,offline
368951655413,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12002918,CUST-L3-002918,MEGA-1111-2567,2988.00,offline
198090011611,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12003148,CUST-L3-003148,MEGA-1111-2567,3588.00,offline
539606989119,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12003192,CUST-L3-003192,MEGA-1111-2567,5256.00,offline
650233716657,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12003664,CUST-L3-003664,MEGA-1111-2567,828.00,offline
177138926657,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12004715,CUST-L3-004715,MEGA-1111-2567,588.00,offline
844900113311,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12004756,CUST-L3-004756,MEGA-1111-2567,588.00,offline
14779020201,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12004880,CUST-L3-004880,MEGA-1111-2567,2988.00,offline
873706545371,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12005110,CUST-L3-005110,MEGA-1111-2567,4176.00,offline
644554814314,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12005214,CUST-L3-005214,MEGA-1111-2567,10584.00,offline
509676017890,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12005269,CUST-L3-005269,MEGA-1111-2567,1656.00,offline
979038709883,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12005386,CUST-L3-005386,MEGA-1111-2567,2268.00,offline
908896789654,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12005762,CUST-L3-005762,MEGA-1111-2567,4008.00,offline
677366100881,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12005793,CUST-L3-005793,MEGA-1111-2567,2988.00,offline
149822125107,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12005818,CUST-L3-005818,MEGA-1111-2567,11400.00,offline
1042619165481,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12005925,CUST-L3-005925,MEGA-1111-2567,8784.00,online
922757643297,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12006237,CUST-L3-006237,MEGA-1111-2567,2988.00,offline
475367294319,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12006670,CUST-L3-006670,MEGA-1111-2567,10188.00,offline
688125680600,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12006870,CUST-L3-006870,MEGA-1111-2567,588.00,offline
964266826965,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12007460,CUST-L3-007460,MEGA-1111-2567,828.00,offline
1042770712421,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12007555,CUST-L3-007555,MEGA-1111-2567,828.00,online
394790532310,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12007768,CUST-L3-007768,MEGA-1111-2567,588.00,offline
407030408002,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12008066,CUST-L3-008066,MEGA-1111-2567,10824.00,offline
712270405799,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12008218,CUST-L3-008218,MEGA-1111-2567,8004.00,offline
719141628152,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12008462,CUST-L3-008462,MEGA-1111-2567,4008.00,offline
198333590310,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12008553,CUST-L3-008553,MEGA-1111-2567,828.00,offline
844605693357,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12008747,CUST-L3-008747,MEGA-1111-2567,4536.00,offline
749704638654,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12009030,CUST-L3-009030,MEGA-1111-2567,8256.00,offline
669433304348,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12009540,CUST-L3-009540,MEGA-1111-2567,2988.00,online
446591194880,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12009589,CUST-L3-009589,MEGA-1111-2567,3588.00,offline
223271576953,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12009849,CUST-L3-009849,MEGA-1111-2567,1020.00,offline
358411837837,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12009881,CUST-L3-009881,MEGA-1111-2567,6156.00,offline
588053063831,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12009937,CUST-L3-009937,MEGA-1111-2567,1020.00,offline
1051867621367,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12010049,CUST-L3-010049,MEGA-1111-2567,5724.00,offline
190756614144,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12010141,CUST-L3-010141,MEGA-1111-2567,2988.00,offline
503254796011,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12010545,CUST-L3-010545,MEGA-1111-2567,3096.00,offline
539117953101,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12010757,CUST-L3-010757,MEGA-1111-2567,3588.00,offline
617415688521,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12010774,CUST-L3-010774,MEGA-1111-2567,588.00,offline
678431652218,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12010991,CUST-L3-010991,MEGA-1111-2567,1548.00,offline
549693618859,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12011098,CUST-L3-011098,MEGA-1111-2567,6708.00,offline
738305468213,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12011123,CUST-L3-011123,MEGA-1111-2567,2268.00,offline
78571968268,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12011247,CUST-L3-011247,MEGA-1111-2567,10296.00,offline
111873884892,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12011256,CUST-L3-011256,MEGA-1111-2567,2988.00,offline
1076510121619,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12011435,CUST-L3-011435,MEGA-1111-2567,2988.00,offline
389877433494,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12011664,CUST-L3-011664,MEGA-1111-2567,588.00,online
923043240459,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12011771,CUST-L3-011771,MEGA-1111-2567,5256.00,offline
657871440856,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12011920,CUST-L3-011920,MEGA-1111-2567,2988.00,offline
498770296457,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12012095,CUST-L3-012095,MEGA-1111-2567,588.00,offline
938517222382,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12012208,CUST-L3-012208,MEGA-1111-2567,5256.00,offline
642444904494,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12012305,CUST-L3-012305,MEGA-1111-2567,828.00,offline
295496915172,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12012402,CUST-L3-012402,MEGA-1111-2567,3588.00,offline
323173649115,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12012690,CUST-L3-012690,MEGA-1111-2567,6708.00,offline
242669943474,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12012842,CUST-L3-012842,MEGA-1111-2567,4416.00,offline
127230481350,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12014039,CUST-L3-014039,MEGA-1111-2567,828.00,offline
985524434051,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12014179,CUST-L3-014179,MEGA-1111-2567,3288.00,offline
64413934396,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12014184,CUST-L3-014184,MEGA-1111-2567,2988.00,offline
404775729267,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12014728,CUST-L3-014728,MEGA-1111-2567,2988.00,offline
42290518182,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12015244,CUST-L3-015244,MEGA-1111-2567,6708.00,offline
542558726282,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12015259,CUST-L3-015259,MEGA-1111-2567,12300.00,offline
821947190528,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12015275,CUST-L3-015275,MEGA-1111-2567,15948.00,offline
35961150810,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12015584,CUST-L3-015584,MEGA-1111-2567,5136.00,offline
898917892156,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12015774,CUST-L3-015774,MEGA-1111-2567,12552.00,offline
693140031265,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12015892,CUST-L3-015892,MEGA-1111-2567,6576.00,offline
740982747589,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12015948,CUST-L3-015948,MEGA-1111-2567,2988.00,offline
372597510735,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12016005,CUST-L3-016005,MEGA-1111-2567,828.00,offline
702932189084,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12016045,CUST-L3-016045,MEGA-1111-2567,12420.00,offline
1098219405267,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12016250,CUST-L3-016250,MEGA-1111-2567,1020.00,online
372715389280,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12016580,CUST-L3-016580,MEGA-1111-2567,2988.00,offline
938334370686,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12016654,CUST-L3-016654,MEGA-1111-2567,3588.00,offline
455025490122,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12016756,CUST-L3-016756,MEGA-1111-2567,4416.00,offline
379965749339,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12016799,CUST-L3-016799,MEGA-1111-2567,4536.00,offline
639637114298,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12016825,CUST-L3-016825,MEGA-1111-2567,4176.00,offline
619558439757,2024-11-12,2024-11-12,2026-01-15,TXN-202411-12016927,CUST-L3-016927,MEGA-1111-2567,4308.00,offline
