id,question,answer
L3-Q-MED-004,"ในปี 2025 (พ.ศ. 2568) ลูกค้า B2B รายไหนเป็นรายที่จ่ายเงินช้าที่สุด (วันที่ payment_received_date ล่าสุดของปี) รบกวนระบุ customer_id, จำนวนวันที่ชำระล่าช้ากว่า payment_due_date (ถ้าตรงเวลาให้ระบุ 0) และ payment_terms ที่ลูกค้ารายนั้นใช้อยู่ครับ",ไม่พบข้อมูลลูกค้า B2B ที่จ่ายเงินช้าที่สุดในปี 2025 (พ.ศ. 2568) ตามเงื่อนไขที่ระบุ เนื่องจากไม่มีข้อมูลการชำระเงินในปีดังกล่าวในชุดข้อมูลที่ให้มา.
L3-Q-MED-005,จากข้อมูล FACT_INVENTORY_MONTHLY_SNAPSHOT ของปี 2568 (ค.ศ. 2025) SKU ไหนของฟ้าใหม่มีจำนวนเหตุการณ์ stockout (closing_units = 0) ต่อสาขาต่อเดือน รวมแล้วมากที่สุดในรอบปี และกระทบสาขา (retail branch) กี่สาขาครับ,SKU ที่มีจำนวนเหตุการณ์ stockout ต่อสาขาต่อเดือนรวมมากที่สุดในปี 2568 คือ SKU-MASS-048 ซึ่งมีเหตุการณ์ stockout รวม 2 ครั้ง และส่งผลกระทบต่อสาขา 1 สาขา คือ UDN-CTRL.
L3-Q-MED-006,"ขอเปรียบเทียบผลแคมเปญ 11.11 Mega Sale ปีต่อปีหน่อยครับ โดยใช้ข้อมูลจาก FACT_PROMO_REDEMPTION เทียบ MEGA-1111-2567 (11.11 ปี 2567) กับ MEGA-1111-2568 (11.11 ปี 2568) ขอตัวเลข 4 ค่า: (1) จำนวน redemption ทั้งหมดของแคมเปญปี 2567, (2) ยอดส่วนลดรวมเป็นบาทของแคมเปญปี 2567, (3) จำนวน redemption ทั้งหมดของแคมเปญปี 2568, และ (4) ยอดส่วนลดรวมเป็นบาทของแคมเปญปี 2568 ครับ","จำนวน redemption ทั้งหมดของแคมเปญปี 2567: 267  
ยอดส่วนลดรวมเป็นบาทของแคมเปญปี 2567: 1,308,360.0 บาท  
จำนวน redemption ทั้งหมดของแคมเปญปี 2568: 442  
ยอดส่วนลดรวมเป็นบาทของแคมเปญปี 2568: 2,868,084.0 บาท"
L3-Q-MED-007,ใน FACT_SALES ของ FahMai ตะกร้าซื้อขายฝั่ง B2C (is_b2b=False) ใบเดียวที่มียอด basket_total_thb สูงที่สุดตลอดทั้ง corpus เกิดขึ้นที่สาขาไหน รหัสรายการ (txn_id) คืออะไร และยอดรวมในตะกร้าเป็นกี่บาทครับ,"สาขาที่เกิดขึ้นคือ BKK-EMSP รหัสรายการ (txn_id) คือ TXN-202411-03026757 และยอดรวมในตะกร้าคือ 320,300 บาท"
L3-Q-MED-008,ในปี 2024 (พ.ศ. 2567) ลูกค้าประเภท B2B ของ FahMai 5 อันดับแรกที่มียอดซื้อสูงสุด (วัดจาก net_total_thb ใน FACT_SALES รวมทั้งปี โดยกรองเฉพาะ business_event_date ที่อยู่ในปี 2024) คือลูกค้า customer_id อะไรบ้างครับ ขอเรียงจากอันดับ 1 ลงไปอันดับ 5 พร้อมยอด net รวมของแต่ละราย (หน่วยเป็นบาท) ด้วยครับ,ไม่พบข้อมูลลูกค้าประเภท B2B ที่มียอดซื้อสูงสุดในปี 2024 (พ.ศ. 2567) ตามเงื่อนไขที่ระบุในข้อมูลที่มีอยู่.
L3-Q-MED-009,"ลูกค้าซื้อสินค้าและรับของในวันที่ 15 กุมภาพันธ์ 2025 (2025-02-15) ตามนโยบายของ FahMai ที่ ""มีผลบังคับใช้"" ในวันนั้น ลูกค้ามีสิทธิ์ขอคืนสินค้าได้ภายในกี่วันนับจากวันที่รับสินค้าครับ (return_window_days ใน DIM_POLICY_VERSION ขอบเขต global)",ลูกค้ามีสิทธิ์ขอคืนสินค้าได้ภายใน 14 วันนับจากวันที่รับสินค้าครับ
L3-Q-MED-010,ในวันที่ 20 มีนาคม 2568 (2025-03-20) เพดานวงเงินคืนเงิน (refund threshold) ที่บริษัทฟ้าใหม่ใช้บังคับอยู่ในขณะนั้นเป็นเท่าไหร่ในหน่วยบาท และเป็น policy_version_id หมายเลขใดครับ,"เพดานวงเงินคืนเงิน (refund threshold) ที่บริษัทฟ้าใหม่ใช้บังคับในวันที่ 20 มีนาคม 2568 คือ 5,000 บาท และเป็น policy_version_id หมายเลข 12."
L3-Q-MED-011,จากตาราง FACT_RETURN ในช่วงสัปดาห์สุดท้ายของปี 2025 (ตั้งแต่ 2025-12-25 ถึง 2025-12-31 รวมทั้งสองวัน อิงตามคอลัมน์ business_event_date) มีรายการคืนสินค้าทั้งหมดกี่รายการ และเมื่อจัดกลุ่มตาม return_reason แล้วแต่ละหมวดเหตุผลมีจำนวนเท่าไหร่ครับ กรุณาระบุทั้งจำนวนรวมและจำนวนแยกตามเหตุผล,"ไม่มีข้อมูลที่ตรงกับเงื่อนไขที่ระบุในช่วงสัปดาห์สุดท้ายของปี 2025 (2025-12-25 ถึง 2025-12-31) จึงไม่สามารถสรุปจำนวนรายการคืนสินค้าหรือจำนวนแยกตามเหตุผลได้

**สรุป:** ไม่มีรายการคืนสินค้าในช่วงเวลาที่กำหนด ดังนั้นไม่มีข้อมูลที่จะจัดกลุ่มตาม return_reason ได้

**หมายเหตุ:** ข้อมูลที่ได้จาก SQL คือ 0 รายการ ซึ่งสอดคล้องกับผลลัพธ์ที่ไม่มีข้อมูลในช่วงเวลาดังกล่าว"
L3-Q-MED-012,ขอข้อมูลจาก FACT_BANK_TRANSACTION หน่อยครับ ถ้านับเฉพาะธุรกรรมขาเข้า (credit / amount_thb เป็นบวก) และไม่นับบัญชี central operating ของ KBank (account_id=KBANK-OPER) แล้ว บัญชีไหนมี credit volume รวมสูงที่สุดในช่วงปี 2024-2025 และยอดรวมเป็นเท่าไหร่ (THB)? ขอ account_id + ยอด THB ครับ,"ไม่พบบัญชีใดที่มี credit volume รวมสูงที่สุดในช่วงปี 2024-2025 หลังจากกรองตามเงื่อนไขที่กำหนด (ธุรกรรมขาเข้า, ไม่ใช่บัญชี central operating ของ KBank, ช่วงวันที่ 2024-01-01 ถึง 2025-12-31) ดังนั้นไม่มีข้อมูลที่ตรงกับเงื่อนไขที่ต้องการ."
L3-Q-MED-013,ขอ Top 3 SKU ของฟ้าใหม่ที่ทำยอดขายรวม (gross revenue เป็น THB) ตลอดระยะเวลาที่มีข้อมูลในระบบสูงที่สุด โดยคิดจาก line_total_thb ใน FACT_SALES_LINE_ITEM ครับ ตอบ sku_id ทั้งสามตัวเรียงจากมากไปน้อย พร้อมระบุ brand_family ของแต่ละ SKU จาก DIM_PRODUCT ด้วย,ไม่พบข้อมูล SKU ที่ตรงกับเงื่อนไขที่ระบุในระบบ จึงไม่สามารถแสดงผล Top 3 SKU ของฟ้าใหม่ที่มียอดขายรวมสูงสุดได้.
L3-Q-MED-014,ในช่วง pre-launch baseline ก่อนเปิดตัวสินค้า SF-Galaxy-Pro (เปิดตัววันที่ 2025-07-15) basket size เฉลี่ยต่อ transaction (basket_total_thb) ของยอดขายที่หน้าร้านสาขา (สาขาทั้งหมดที่ไม่ใช่ REMOTE) เทียบกับยอดขายช่องทางออนไลน์ (สาขา REMOTE) เป็นเท่าไหร่ครับ กรุณาให้ค่าทั้งสองอย่าง (offline และ online) เป็นบาท,ไม่พบข้อมูลยอดขายที่ตรงกับเงื่อนไขที่กำหนด จึงไม่สามารถคำนวณค่า basket size เฉลี่ยต่อ transaction ของยอดขายที่หน้าร้านสาขา (offline) เทียบกับยอดขายช่องทางออนไลน์ (remote) ได้ในช่วง pre-launch baseline ก่อนวันที่ 2025-07-15.
L3-Q-MED-015,NovaTech Laptop รุ่น NT-LT-001 (Powercell X3) เคยถูก recall ใช่ไหมครับ อยากทราบว่าใน dim_product_recall_history ของ SKU นี้มีการเปลี่ยน status (transition) ทั้งหมดกี่ครั้ง สถานะอะไรบ้าง และเปลี่ยนเมื่อวันที่เท่าไหร่ในแต่ละครั้ง? ขอตอบให้ครบทั้งจำนวน transition + รายชื่อ status ตามลำดับเวลา + วันที่ของแต่ละ transition ด้วยครับ,"ไม่พบข้อมูลการ recall สำหรับ NovaTech Laptop รุ่น NT-LT-001 (Powercell X3) ใน dim_product_recall_history ดังนั้นไม่มีการเปลี่ยนแปลงสถานะ (transition) ใด ๆ ทั้งสิ้น จึงไม่มีข้อมูลจำนวน transition, สถานะ หรือวันที่ของแต่ละ transition ให้รายงาน."
L3-Q-MED-016,ในปี 2025 (2568) อัตราการคืนสินค้าต่อสาขา คำนวณจาก (จำนวน return / จำนวน sales transaction) สำหรับแต่ละสาขา ในช่วง business_event_date ปี 2025 สาขาใดมีอัตราการคืนสูงสุด และสาขาใดมีอัตราการคืนต่ำสุด ขอ branch_code ของทั้งสองสาขา พร้อมเปอร์เซ็นต์อัตราการคืนของแต่ละสาขาด้วยครับ,"ไม่สามารถระบุสาขาที่มีอัตราการคืนสูงสุดและต่ำสุดได้ เนื่องจากข้อมูลที่ให้มาไม่ได้รวมจำนวน transaction ทั้งหมดของแต่ละสาขา จึงไม่สามารถคำนวณอัตราการคืนสินค้าต่อสาขาได้ (return rate = return_amount / total_sales_transaction) ซึ่งเป็นสิ่งจำเป็นในการเปรียบเทียบอัตราการคืนสินค้าระหว่างสาขา

ดังนั้น ไม่สามารถให้คำตอบตามที่ร้องขอได้เนื่องจากข้อมูลไม่เพียงพอ."
L3-Q-MED-017,DN-LT-010 (Dawn flagship laptop) เป็น SKU ที่ทำรายได้สูงสุดของฟ้าใหม่ตลอดทั้งคลัง ขอตรวจรายการขายที่ใหญ่ที่สุดของรุ่นนี้ในระบบหน่อยครับ: ใน FACT_SALES_LINE_ITEM เมื่อ group by txn_id แล้ว transaction เดียวที่มียอดรวมเฉพาะ DN-LT-010 สูงที่สุดเป็นกี่บาท และในรายการนั้นขายไปกี่เครื่อง ขอเลขทั้งสองค่า (มูลค่า DN-LT-010 + จำนวนเครื่อง),"ยอดรวมเฉพาะ DN-LT-010 สูงที่สุดใน transaction เดียวคือ 254,700 บาท และขายไป 3 เครื่อง."
L3-Q-MED-018,ในปี 2025 (พ.ศ. 2568) ค่าธรรมเนียมธนาคารทั้งหมดของฟ้าใหม่ที่บันทึกใน FACT_BANK_TRANSACTION (transaction_type='fee') มีกี่รายการ และยอดรวม (ผลรวมของ amount_thb ของรายการเหล่านั้น) เป็นเท่าไหร่ THB ครับ ขอตัวเลข 2 ค่า: จำนวนรายการ + ยอดรวม THB,"จำนวนรายการ: 24  
ยอดรวม THB: -15,600.0"
L3-Q-MED-019,ในปี 2025 (พ.ศ. 2568) FahMai ขายสินค้า (sku_id) ที่แตกต่างกันกี่ตัวในแต่ละเดือนครับ ขอจำนวน SKU ที่ปรากฏใน FACT_SALES_LINE_ITEM (นับ DISTINCT sku_id) แยกตามเดือนของ business_event_date เป็น tuple 12 ค่าตามลำดับเดือนมกราคมถึงธันวาคม,"(109, 109, 109, 109, 109, 109, 110, 110, 110, 110, 110, 110)"
L3-Q-MED-020,ในปี 2025 (พ.ศ. 2568) วันใดของสัปดาห์ที่มีจำนวนรายการคืนสินค้า (return events) จากลูกค้าประเภท B2C มากที่สุดของฟ้าใหม่ครับ ขอตอบ 2 ค่า: (ก) ชื่อวันของสัปดาห์ และ (ข) จำนวนรายการคืนของวันนั้น (นับ return_id จาก FACT_RETURN หลัง join กับ DIM_CUSTOMER เพื่อกรอง customer_type='B2C' และ filter business_event_date อยู่ในปี 2025; group by day-of-week ของ business_event_date),"ไม่สามารถตอบคำถามได้เนื่องจากข้อมูลที่ให้มาไม่ได้รวมข้อมูลวันของสัปดาห์ (day-of-week) หรือจำนวนรายการคืนสินค้า (return events) ที่จัดกลุ่มตามวันของสัปดาห์ในปี 2025 สำหรับลูกค้าประเภท B2C อย่างชัดเจน ข้อมูลที่มีอยู่เป็นเพียงการนับจำนวนรายการคืนสินค้าตาม SKU ซึ่งไม่สามารถใช้เพื่อหาวันที่มีจำนวนรายการคืนสินค้ามากที่สุดได้

ดังนั้น ไม่มีข้อมูลเพียงพอที่จะตอบคำถามนี้ได้."
L3-Q-HARD-001,วันที่ 2025-04-05 ใน LINE WORKS thread ของทีม Finance / Ops มีการแจ้งเคส invoice ID ซ้ำหลัง schema cutover ของ vendor V-013 (PayWise) ขอให้ตอบ 3 ข้อนี้ครับ: (1) invoice ID ที่ถูกแจ้งว่าซ้ำคือเลขอะไร (2) ใน FACT_VENDOR_PAYMENT มี payment record กี่แถวที่ใช้ invoice ID เดียวกันนี้ และ (3) แต่ละแถวจ่ายเป็นจำนวนเงินเท่าไหร่ (THB) และ posting_date เป็นวันที่เท่าไหร่,"ไม่พบข้อมูลที่ตรงกับเงื่อนไขที่ระบุในคำถาม ดังนั้นไม่มี invoice ID ที่ซ้ำในวันที่ 2025-04-05 สำหรับ vendor V-013 (PayWise) ที่เกี่ยวข้องกับการจ่ายเงินในระบบ FACT_VENDOR_PAYMENT หรือข้อมูลการจ่ายเงินในระบบธนาคารที่มีการบันทึกในช่วงเวลาดังกล่าว

ดังนั้น:
(1) invoice ID ที่ถูกแจ้งว่าซ้ำคือ **ไม่มี**  
(2) จำนวนแถวใน FACT_VENDOR_PAYMENT ที่ใช้ invoice ID เดียวกันนี้คือ **0 แถว**  
(3) จำนวนเงินและวันที่ posting_date ที่เกี่ยวข้องกับ invoice ID นี้คือ **ไม่มีข้อมูล**"
L3-Q-HARD-002,ในวันที่ 2025-07-15 (เปิดตัวโปรโมชัน SF-LAUNCH-2568) FACT_PROMO_REDEMPTION มีรายการที่ดู phantom / log ซ้ำจาก app channel กี่รายการ และมีการแจ้งปัญหานี้ใน LINE WORKS thread ของวันนั้นด้วยไหมครับ ถ้ามียอด discount ที่ถูกนับซ้ำคิดเป็นเท่าไหร่ (THB) และส่งผลให้ยอด redemption รวมของวันนั้นถูก inflate ไปกี่เปอร์เซ็นต์เมื่อเทียบกับยอดที่ dedup แล้ว,"มีรายการที่ดู phantom / log ซ้ำจาก app channel จำนวน 1 รายการในวันที่ 2025-07-15 ซึ่งมีการแจ้งปัญหานี้ใน LINE WORKS thread ของวันนั้นด้วย ยอด discount ที่ถูกนับซ้ำคิดเป็น 4,135.00 บาท และส่งผลให้ยอด redemption รวมของวันนั้นถูก inflate ไป 100.0% เมื่อเทียบกับยอดที่ dedup แล้ว"
L3-Q-HARD-003,"ในปี 2025 ของสาขา REMOTE มีวันใดวันหนึ่งที่จำนวนธุรกรรมการขาย (FACT_SALES) พุ่งสูงผิดปกติเมื่อเทียบกับวันอื่นในปีเดียวกัน กรุณาระบุ (1) วันที่เกิด spike (ในรูปแบบ YYYY-MM-DD), (2) SKU ที่ครองสัดส่วนรายการในวันนั้น และ (3) จำนวนธุรกรรมทั้งหมดของสาขา REMOTE ในวันดังกล่าวครับ",ไม่พบข้อมูลที่ตรงกับเงื่อนไขที่กำหนด ดังนั้นไม่มีวันที่ในปี 2025 ของสาขา REMOTE ที่มีจำนวนธุรกรรมการขายพุ่งสูงผิดปกติเมื่อเทียบกับวันอื่นในปีเดียวกัน.
